,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,c194c4ea-3297-47c6-a87c-fe296c37b033,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Uang saya tepotong di akun dana padahal saya tidak pernah berlangganan. Tolong kembalikkan uang sya kembali. Aplikasi ini pun tidak pernah saya gunakan, hanya sekedar buat akun saja!",1,20,4.1.1033.1,2025-02-10 10:35:14,,,4.1.1033.1
11,ec168111-f57e-41af-be53-0f04786fa878,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tidak bisa login stuck di pemeriksaan keamanan cepat sudah coba cara apapun tetap tidak bisaa, tolong diperbaiki.",1,32,4.1.1033.1,2025-02-12 14:57:28,,,4.1.1033.1
12,8414b6c2-c42b-4827-9f04-2766ed748efc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa saya tidak dapat login? Bahkan saat saya mencoba membuat akun baru itu tidak berubah sama sekali, hanya ada halaman ""pemeriksaan keamanan dengan cepat"" tapi tidak selesai loading",1,6,4.1.1021,2025-02-25 00:25:12,,,4.1.1021
13,83fe1496-f7ee-4e0f-9298-ad5ab52a4ded,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apa sih lakukan pemeriksaan dengan cepat maksudnya, akun kehapus karena udah lama ga buka linkedn tiba tiba log out aja. aneh banget sekarang",1,1,4.1.1039,2025-02-27 06:24:07,,,4.1.1039
14,337830d8-c5a7-4561-a76d-7791dda7b15f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tidak bisa membuat akun,selalu gagal saat mencoba login menggunakan google atau sejenisnya, saat membuat akun dan mau verifikasi, verifikasi tidak pernah muncul dan selalu eror Mohon ini masih tidak bisa membuat akun,astaga udah 2 Minggu masih belum bisa bikin akun, kode tidak terkirim padahal no sudah benar, captcha gak muncul muncul,ini developer tolong perbaiki",1,135,4.1.1018,2024-12-27 11:47:55,,,4.1.1018
15,b2155559-45e5-421c-b092-5b3e563023bc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tiba-tiba tidak bisa cek profil koneksi atau melihat profil orang, begitu juga saat buka pesan tidak bisa otomatis kembali ke beranda atau keluar dari aplikasi, mau di update tidak ada di menu pembaruan google store, sudah log out dan log in berkali-kali tetap sama, sudah di uninstall dan install kembali masih tetap sama, apakah emang ada gangguang atau seperti apa?",1,58,4.1.1018,2025-01-02 09:06:42,,,4.1.1018
16,c04ac96f-66b5-403d-8fe5-5f5442ebacd2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apa masalah Linkedln ini? Kok saya ga bisa login? Setiap mau login mau itu dari hp maupun laptop, selalu keteranganya MARI LAKUKAN PEMERIKSAAN KEAMANAN CEPAT. Ini sangat mengganggu, udh sejam lebih saya tunggu, namun tetap seperti itu. Saya harap pihak Linkedln dapat mengatasi dan memperbaiki kesalahan ini. Terimakasih",1,97,4.1.1028,2025-01-29 11:32:22,,,4.1.1028
17,e55631b8-b096-4316-bf2a-4c80da5a7f28,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Halo admin saya mau complain terkait pendaftaran saya sudah coba beberapa kali dan menunggu sekitar 30 menit tetapi tidak bisa juga masuk, apakah ada kendala dari server nya, dan jaringan saya bagus tidak ada laging, mungkin bisa di perbaiki🙏. Untuk kali ini saya kasih bintang 1 terlebih dahulu, kalo sudah pulih akan saya kasih bintang 5",1,66,4.1.1021,2025-01-05 03:45:26,,,4.1.1021
18,9e666fa7-c582-4131-9938-1c46b83d321d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya kan ganti perangkat mau login ulang, terus aplikasi menyuruh kita untuk buka aplikasi linkedin nya dan tekan YA , ya gimana mau saya tekan YA saya kan baru mau login lagi, coba di web juga sama, bener bener aneh, Di email juga ga bales, ada yang pernah kek gini juga ga? Boleh dong solusinya",2,27,4.1.1021,2025-01-06 07:19:29,,,4.1.1021
19,9cde729e-b2fc-4b2a-be85-a36d5fa981ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Beberapa waktu ini app linkedIn error, ketika ingin mencari di mesin pencarian malah terkeluarkan kehalaman wall, tidak bisa searching apapun karena error.",1,41,4.1.1018,2025-01-03 03:36:53,,,4.1.1018
20,8ba18890-4b3d-4269-964a-f70d11121b90,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Alhamdulillah seneng banget ada LinkedIn cari kerja lebih mudah, walaupun sampai saat ini belum ada panggilan 😭🥺 Semuanya, doakan Alda ya, supaya sebelum bulan puasa dapat panggilan kerja dan langsung keterima kerja, aaaminn☺️",5,815,4.1.1028,2025-01-23 11:17:36,,,4.1.1028
21,c19babf3-6002-419c-9e9d-01ffd04af41c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong saya sudah berkali kali mencoba login namun tidak bisa, saya sudah memiliki akun dan sudah memiliki koneksi yang menurut saya tidak mudah mendapatkannya lagi. Akun saya dulu dibajak dan berubah nama, lalu saya mencoba login dan namun tidak bisa, saya sudah verifikasi KTP, namun dari aplikasi sendiri tetap tidak merespon, lalu saya sekarang mencoba login kembali dan malah buffering terus di pemeriksaan keamanan, Mohon diperbaiki",1,47,4.1.1028,2025-01-26 11:06:50,,,4.1.1028
22,c4b4cb73-28f6-4a82-9461-18e19e72f63c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apalah ini LinkedIn mau daftar susah banget selalu error' mulu dari nyoba daftar pake email, no telfon sampe FB semuanya gak bisa apalagi dari web sama aja tolong lah profesional nya buat mudah jangan di bikin ribet",1,52,4.1.1021,2025-01-04 14:50:11,,,4.1.1021
23,6d5600e8-7d04-4988-82f7-4118a87b8748,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini gimana saya baru daftar akun januari awal 2025 udah ngelengkapi profile, akunnya baru ke index google beberapa minggu sekerang pas dicek lagi akunnya tidak ada dan pas login gabisa tertulis ""mari lakukan pemeriksaan cepat"" ditunggu reload terus dan malah webnya eror ""halaman tidak tersedia"" padahal saya gapernah login dari device 1 ke satunya ko bisa kena verifikasi gitu",1,60,4.1.1028,2025-01-28 13:01:05,,,4.1.1028
24,af35055d-4088-40a1-af71-4bf60b280e20,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Akun saya kena hack, terus coba ambil alih lagi, saya sesuaikan kembali data diri saya, karena sebelumnya semuanya diubah sama orang yang tidak dikenal, setelah itu akun saya nggak bisa login lagi, komplain ke pihak linkedin nya, malah dibilang nggak bisa di berikan kembali akun saya, karena sudah melanggar ketentuan, dan saya ketika ingin login selalu mentok di verifikasi, mungkin kalau ada yang sama dengan saya, kemungkinan akunnya kena tangguhkan, atau kena sangsi, tolong admin keringanannya",1,43,4.1.1030,2025-02-02 13:02:10,,,4.1.1030
25,ddd846f8-ee47-4540-ae15-c87e7ff3700c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kelamaan menunggu. Katanya melakua kan pmeriksaaan dengan cepat. Padahal aslinya lemot, ak sampek daftar d hap atau leptop lainnya. Tp hasilnya tetep sama Gimanamau d bintang 5",1,51,4.1.1018,2024-12-31 15:26:10,,,4.1.1018
26,ec374a37-b418-4ffb-9054-3e19eb9d6c78,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"namanya sudah saya edit tapi tetap tidak bisa berubah, tidak dapat menambahkan huruf ""s"" susah banget mau login ke akun sendiri jugaa wkkw, periksa keamanan lamaa ga selesai selesai",1,51,4.1.1018,2025-01-08 14:33:42,,,4.1.1018
27,2367d5a8-577c-4c1a-aca2-8c39939286f5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Susah bener mau login nya, gimana nihhh???? Tolong dong, jangan ERROR.. urgent nihh yaampun. Di perbaiki lagi, ERROR..udh bolak balik saya coba lagi hasilnya tetep sama ERROR TERUSSS !!!!",1,63,4.1.1023,2025-01-13 09:43:36,,,4.1.1023
28,c483486b-7020-46a6-a52f-ea1c66047623,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Update 27 Januari apaan coba, mau login aja masih ngga bisa, berhenti di ""mari lakukan pemeriksaan cepat"" apaan coba, ini mah namanya ngga guna update sampah",1,61,4.1.1030,2025-01-31 07:42:22,,,4.1.1030
29,330ff995-6c17-45ed-aa31-b26aae5059f7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong tim LinkedIn, login saya terhambat hanya stuck di loading pemeriksaan keamanan cepat sudah ditunggu lama tetap aja gaada perubahan, tolong solusinya",3,59,4.1.1014,2024-12-12 10:17:02,,,4.1.1014
30,3a041087-914a-4534-ae28-5fd9b672457e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"2x bikin akun pas udah bagus bagus nya, ke 2nya kena hack dan di jadiin akun orang, ujung-ujung nya minta verifikasi trus udah di ajuin dibilang melanggar trus di blok, Aplikasi terlalu gampang di bobol, Jadi nggk mau make aplikasi ini.",1,22,4.1.1014,2024-12-13 00:18:15,,,4.1.1014
31,29f98e13-55c5-42a3-9ba8-95badfebb1ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi nya luar biasa trimakasih sudah membuatnya, saya menggunakan aplikasi ini untuk keperluan mencari pekerjaan di Jawa, doakan saya semoga saya cepat dapat kerja, saya sudah menganggur 2 tahun, aplikasi ini sangat bermanfaat berguna bagi semua manusia, tapi masih banyak manusia yang belum tahu tentang aplikasi ini",5,22,4.1.1039,2025-02-27 00:32:36,,,4.1.1039
32,785ee4ca-e3fa-456d-83d0-683e6b37520d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"buruk sekali, masalah mengenai pemeriksaan keamanan untuk login akun baru yang tidak diperbaiki dari dulu. apakah aplikasi LinkedIn memerlukan kecepatan diatas 10MBps untuk memuat captcha?",1,131,4.1.1039,2025-02-28 03:09:09,,,4.1.1039
33,8f184c58-60bb-4d3d-bc34-9ed49ed97c62,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa ketika login selalu ""mari lakukan pemeriksaan keamanan lebih cepat"" Tolong perbaiki servernya",1,3,4.1.1039,2025-02-27 21:12:27,,,4.1.1039
34,efc47ec1-9de3-48aa-b8fc-9164385d8261,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi yang kalau login perlu buat akun baru mulu. Login ke akun sebelumnya perlu verifikasi keamanan hingga 1 jam tetap ga bisa""",1,1,4.1.1035,2025-02-14 20:39:18,,,4.1.1035
35,8c3f16d5-00ff-4146-961b-01496effbb9e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ini kenapa akunku tiba-tiba hilang sih. Ga jelas banget. Kemarin habis kena hack.Kocak linkedin,1,1,4.1.1036,2025-02-16 07:11:48,,,4.1.1036
36,72471f20-4721-4067-8926-a913ce8d5b7a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya ingin mendaftar untuk pertama kali tapi tetap tidak bisa karna tetus buffering ""mari lakukan pemeriksaan keamanan cepat"". Sudah dicoba berbagai cara dan mencari informasi di internet, hasilnya nihil",1,18,4.1.1033.1,2025-02-07 10:17:10,,,4.1.1033.1
37,4fa8c7d8-b252-4107-bb8e-adecd049ea02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Linkedinku mendadak logout sendiri dan sekarang mau login pemeriksaan keamanan dengan loading terlama. Aplikasi sampah,1,7,4.1.1038,2025-02-24 20:27:02,,,4.1.1038
38,97b85bb9-cfce-477c-8277-02a14830d263,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Benar-benar berguna sangat. A.) Tidak puas. B.) Tidak Cukup Puas C.) Cukup Puas. D.) Sangat Puas. Saya pilih, Sangat Memuaskan (Sangat Puas).",5,1,4.1.1033.1,2025-02-12 01:40:53,,,4.1.1033.1
39,bc9d1719-5bd5-4285-aa76-2a4c9e1853a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya pengguna baru LinkedIn, kenapa pas mau login tidak bisa. Tulisannya ""Mari lakukan pemeriksaan keamanan cepat"". Buffering terus. Itu kenapa yaa ?",1,10,4.1.1032,2025-02-06 05:07:08,,,4.1.1032
40,6dcc265d-bb42-446a-96f4-bde8b1a2f633,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong saya ganti handphone dan ingin login lagi tetapi bertuliskan ""mari melakukan pemeriksaan cepat"" tetapi lama sekali saat di tunggu malah ""net:ERR_BLOCKED_BY_CSP"" dan pada akhir gakbisa login",1,27,4.1.1023,2025-01-10 12:18:37,,,4.1.1023
41,c5d3f7d5-3cf0-426b-be65-479e7e7b4783,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong team linkedin, saya coba pencarian dengan filter jenis pekerjaan dengan di tambahkan kota kenapa yang muncul ada negara orang juga ya ? padahal untuk lokasi sudah di sesuaikan di indonesia dan kota setempat. banyak iklan dari negara lain, tolong di perbaiki lagi,",1,345,4.1.1005,2024-11-14 03:07:08,,,4.1.1005
42,18378be2-266e-49c7-9c99-cce96ce37966,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong team linkedin terdapat bug di aplikasi versi terbaru sekarang saat saya membuka at ulasan ini, saat saya ingin melihat profil diri sendiri maupun orang lain langsung keluar sendiri di android 15 untuk device iqoo 11 tolong segera diperbaiki bug tersebut.",2,25,4.1.1015.1,2024-12-13 23:56:51,,,4.1.1015.1
43,c14439cb-ea1a-4c42-9f92-785e6ab40c05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong akun saya tidak bisa dibuka loading nya lama kemudian sama saya tidak ada tanda jelas bisa login ata tidak hanya loading saja mohon pihak LinkedIn untuk turun tangan membantu saya untuk login kembali atau membuat akun lagi juga terpaksaa,3,15,4.1.1023,2025-01-15 04:55:53,,,4.1.1023
44,a2772229-3eb2-4f22-bf88-b57438fbd6e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sejak saya update Android, aplikasi LinkedIn jd gk bisa melakukan pencarian, melihat profil orang, dan bahkan profile saya sendiri. Ketika melakukan hal2 tsb aplikasi lgsg force close.",1,18,4.1.1018,2025-01-01 22:49:24,,,4.1.1018
45,965bd0e6-c8f8-4bfc-ac01-f08e2141e53c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini gimana ya, buffering mulu, login dari laptop jg susah, error terus. Segera di perbaiki sistem nya, platform penting tapi kok gini",1,23,4.1.1028,2025-01-26 09:42:57,,,4.1.1028
46,8962ad74-2e6a-417a-85ff-74b111cd864e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pas buat akun masih bisa, besoknya akunnya keluar dari aplikasi dan login lagi tuh cuma stuck di pemeriksaan keamanan. cek di hp kakak saya, akun nya udah ga ada alias ilang. berarti harus bikin akun baru dong, kenapa tetap ga bisa ya..?",1,14,4.1.1018,2024-12-29 16:05:40,,,4.1.1018
47,cb72ddcb-5248-43f4-98f4-369f17e6180b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mentok di buffering pemeriksaan kecepatan sinyal mulu ,gk jls apk. tolong segera maintenance!!!!!",1,16,4.1.1025,2025-01-16 12:06:41,,,4.1.1025
48,3ca13d31-e7e4-454f-af5c-2e806f9f133d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi error kah ? Kok gak bisa"" login yak ini. Pemeriksaan keamanan cepat Mulu tulisannya. Dan ujung""nya ada tulisan website error. Kocak dah",1,11,4.1.1026,2025-01-21 06:53:40,,,4.1.1026
49,21b74fcb-47de-4b3b-b54f-257561c79a92,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya baru downolad dan belum menggunakan aplikasi, sudah ditarik Rp. 1.116.087 , Itu duit saya ditarik otomatis dan tidak ada persetujuan saya untuk membeli aplikasi ini, Mengapa seperti ini aplikasinya ya merugikan saya , tolong untuk bantu mengembalikan uang saya yang sudah di ambil.",1,9,4.1.1021,2025-01-07 11:43:05,,,4.1.1021
50,923af8d0-424c-44c8-91a5-1320dcdf3716,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya tidak bisa login, ada perintah untuk melakuksn pemeriksaan cepat, tapi sangat lambat dan justru tidak bisa.",1,38,4.1.1018,2024-12-28 16:32:25,,,4.1.1018
